0	0	0	0
0.00331	-0.02346	0.00331	0.11806
0.00662	-0.04342	0.00662	0.23737
0.00993	-0.05728	0.00993	0.35806
0.01324	-0.06005	0.01324	0.47937
0.01655	-0.03832	0.01655	0.60022
0.01986	0.06823	0.01985	0.71969
0.02317	0.12766	0.02316	0.83696
0.02648	0.18686	0.02647	0.95138
0.02979	0.24869	0.02978	1.06229
0.03309	0.31345	0.03309	1.16886
0.0364	0.38094	0.0364	1.26896
0.03971	0.45078	0.03971	1.34232
0.04302	0.5226	0.04302	1.35824
0.04633	0.59596	0.04632	1.3683
0.04964	0.67046	0.04963	1.38164
0.05295	0.74568	0.05294	1.39892
0.05626	0.82121	0.05625	1.41991
0.05957	0.89662	0.05956	1.44406
0.06288	0.97149	0.06287	1.47069
0.06619	1.04542	0.06618	1.49896
0.0695	1.118	0.06949	1.52801
0.07281	1.18884	0.0728	1.55694
0.07612	1.25754	0.07611	1.58488
0.07943	1.32376	0.07941	1.61101
0.08274	1.38712	0.08272	1.63463
0.08604	1.44724	0.08603	1.65515
0.08935	1.50368	0.08934	1.6721
0.09266	1.55589	0.09265	1.68518
0.09597	1.6031	0.09596	1.69424
0.09928	1.64428	0.09927	1.69931
0.10259	1.67808	0.10258	1.7006
0.1059	1.70315	0.10589	1.69852
0.10921	1.71886	0.10919	1.69366
0.11252	1.72622	0.1125	1.68672
0.11583	1.72744	0.11581	1.67847
0.11914	1.72482	0.11912	1.66967
0.12245	1.7201	0.12243	1.66101
0.12576	1.71438	0.12574	1.65307
0.12907	1.70836	0.12905	1.64627
0.13238	1.70245	0.13236	1.64093
0.13569	1.69691	0.13566	1.63724
0.139	1.69185	0.13897	1.63528
0.1423	1.68732	0.14228	1.63503
0.14561	1.6833	0.14559	1.6364
0.14892	1.6798	0.1489	1.63918
0.15223	1.6768	0.15221	1.64308
0.15554	1.67436	0.15552	1.64764
0.15885	1.67254	0.15883	1.65216
0.16216	1.6714	0.16214	1.65565
0.16547	1.67102	0.16545	1.65699
			
0.16547	1.65828	0.16545	1.65699
0.16623	1.65827	0.1662	1.65699
0.16698	1.65823	0.16696	1.65697
0.16774	1.65817	0.16771	1.65694
0.1685	1.65808	0.16847	1.6569
0.16925	1.65796	0.16923	1.65684
0.17001	1.65782	0.16998	1.65678
0.17077	1.65765	0.17074	1.6567
0.17152	1.65746	0.17149	1.65661
0.17228	1.65725	0.17225	1.65651
0.17304	1.65701	0.17301	1.6564
0.1738	1.65675	0.17376	1.65628
0.17455	1.65648	0.17452	1.65616
0.17531	1.65618	0.17528	1.65602
0.17607	1.65586	0.17603	1.65588
0.17682	1.65553	0.17679	1.65573
0.17758	1.65518	0.17754	1.65557
0.17834	1.65481	0.1783	1.65541
0.17909	1.65443	0.17906	1.65524
0.17985	1.65404	0.17981	1.65507
0.18061	1.65364	0.18057	1.6549
0.18136	1.65324	0.18132	1.65472
0.18212	1.65282	0.18208	1.65455
0.18288	1.6524	0.18284	1.65437
0.18363	1.65198	0.18359	1.65419
0.18439	1.65156	0.18435	1.65402
0.18515	1.65113	0.18511	1.65384
0.1859	1.65071	0.18586	1.65367
0.18666	1.6503	0.18662	1.65351
0.18742	1.64989	0.18737	1.65334
0.18817	1.64949	0.18813	1.65319
0.18893	1.6491	0.18889	1.65304
0.18969	1.64872	0.18964	1.6529
0.19044	1.64836	0.1904	1.65277
0.1912	1.64801	0.19115	1.65265
0.19196	1.64769	0.19191	1.65254
0.19272	1.64738	0.19267	1.65243
0.19347	1.64709	0.19342	1.65235
0.19423	1.64683	0.19418	1.65227
0.19499	1.64659	0.19494	1.65221
0.19574	1.64638	0.19569	1.65216
0.1965	1.6462	0.19645	1.65213
0.19726	1.64605	0.1972	1.65211
0.19801	1.64593	0.19796	1.65211
0.19877	1.64584	0.19872	1.65212
0.19953	1.64578	0.19947	1.65216
0.20028	1.64576	0.20023	1.65221
0.20104	1.64577	0.20098	1.65228
0.2018	1.64581	0.20174	1.65236
0.20255	1.6459	0.2025	1.65247
0.20331	1.64602	0.20325	1.6526
			
0.20331	1.64602	0.20325	1.6526
0.20662	1.6398	0.20656	1.655
0.20993	1.63417	0.20987	1.65828
0.21324	1.62918	0.21318	1.66241
0.21655	1.62493	0.21649	1.66732
0.21986	1.62158	0.2198	1.67294
0.22317	1.61926	0.22311	1.67915
0.22648	1.61811	0.22642	1.68585
0.22979	1.61821	0.22972	1.69291
0.23309	1.61959	0.23303	1.70018
0.2364	1.62221	0.23634	1.70746
0.23971	1.62589	0.23965	1.71445
0.24302	1.63038	0.24296	1.72073
0.24633	1.63522	0.24627	1.7257
0.24964	1.63977	0.24958	1.72863
0.25295	1.64314	0.25289	1.72871
0.25626	1.64418	0.2562	1.72511
0.25957	1.64155	0.2595	1.7172
0.26288	1.634	0.26281	1.70461
0.26619	1.62061	0.26612	1.68727
0.2695	1.60104	0.26943	1.6654
0.27281	1.57546	0.27274	1.63938
0.27612	1.54432	0.27605	1.60971
0.27943	1.50824	0.27936	1.57692
0.28274	1.46785	0.28267	1.54159
0.28605	1.42379	0.28598	1.50426
0.28935	1.37673	0.28928	1.46551
0.29266	1.32735	0.29259	1.42589
0.29597	1.2764	0.2959	1.38601
0.29928	1.22468	0.29921	1.34646
0.30259	1.17306	0.30252	1.30785
0.3059	1.1225	0.30583	1.2708
0.30921	1.07399	0.30914	1.23589
0.31252	1.02859	0.31245	1.20366
0.31583	0.98736	0.31576	1.17458
0.31914	0.95134	0.31906	1.14901
0.32245	0.92144	0.32237	1.12719
0.32576	0.89845	0.32568	1.10919
0.32907	0.88282	0.32899	1.09485
0.33238	0.87468	0.3323	1.08365
0.33569	0.87363	0.33561	1.07432
0.339	0.87856	0.33892	1.06313
0.3423	0.88666	0.34223	1.03411
0.34561	0.88479	0.34554	0.96138
0.34892	0.82352	0.34884	0.86874
0.35223	0.73664	0.35215	0.77395
0.35554	0.65279	0.35546	0.68294
0.35885	0.57975	0.35877	0.60069
0.36216	0.52524	0.36208	0.53379
0.36547	0.49061	0.36539	0.49098
0.36878	0.45017	0.3687	0.47668
			
0.36878	0.45017	0.3687	0.47668
0.36954	0.44773	0.36945	0.46931
0.37029	0.44368	0.37021	0.46156
0.37105	0.43843	0.37097	0.45364
0.37181	0.43231	0.37172	0.44557
0.37256	0.42558	0.37248	0.43739
0.37332	0.41839	0.37324	0.4291
0.37408	0.41085	0.37399	0.42071
0.37483	0.40304	0.37475	0.41222
0.37559	0.395	0.3755	0.40363
0.37635	0.38678	0.37626	0.39495
0.3771	0.37839	0.37702	0.38618
0.37786	0.36986	0.37777	0.37733
0.37862	0.3612	0.37853	0.36839
0.37938	0.35242	0.37928	0.35937
0.38013	0.34354	0.38004	0.35027
0.38089	0.33456	0.3808	0.34109
0.38165	0.32549	0.38155	0.33184
0.3824	0.31633	0.38231	0.32252
0.38316	0.30709	0.38307	0.31312
0.38392	0.29777	0.38382	0.30366
0.38467	0.28838	0.38458	0.29413
0.38543	0.27892	0.38533	0.28454
0.38619	0.2694	0.38609	0.27489
0.38694	0.25981	0.38685	0.26518
0.3877	0.25016	0.3876	0.25541
0.38846	0.24045	0.38836	0.24558
0.38921	0.23069	0.38911	0.23571
0.38997	0.22087	0.38987	0.22578
0.39073	0.211	0.39063	0.2158
0.39148	0.20108	0.39138	0.20578
0.39224	0.19111	0.39214	0.19571
0.393	0.1811	0.3929	0.1856
0.39375	0.17103	0.39365	0.17544
0.39451	0.16092	0.39441	0.16525
0.39527	0.15076	0.39516	0.15502
0.39602	0.14055	0.39592	0.14475
0.39678	0.13029	0.39668	0.13445
0.39754	0.11997	0.39743	0.12411
0.39829	0.1096	0.39819	0.11373
0.39905	0.09915	0.39894	0.10332
0.39981	0.08862	0.3997	0.09288
0.40057	0.07798	0.40046	0.08238
0.40132	0.06719	0.40121	0.07184
0.40208	0.05618	0.40197	0.06124
0.40284	0.04483	0.40273	0.05054
0.40359	0.03282	0.40348	0.03968
0.40435	0.01915	0.40424	0.02852
0.40511	-0.01019	0.40499	0.01656
0.40586	-0.01672	0.40575	-0.00554
0.40662	0	0.40651	0
			
			
0	0	0	0
0.00331	0.18682	0.00331	0.18681
0.00662	0.3716	0.00662	0.37024
0.00993	0.55147	0.00993	0.54942
0.01324	0.71971	0.01324	0.71789
0.01655	0.8615	0.01655	0.86063
0.01986	0.97207	0.01985	0.97079
0.02317	1.06903	0.02316	1.06662
0.02648	1.16221	0.02647	1.15868
0.02979	1.25369	0.02978	1.24912
0.03309	1.34335	0.03309	1.3378
0.0364	1.4305	0.0364	1.42402
0.03971	1.51421	0.03971	1.50686
0.04302	1.59336	0.04302	1.58523
0.04633	1.66639	0.04632	1.65767
0.04964	1.73077	0.04963	1.72199
0.05295	1.78223	0.05294	1.77482
0.05626	1.81659	0.05625	1.81273
0.05957	1.83567	0.05956	1.83624
0.06288	1.84587	0.06287	1.85017
0.06619	1.85177	0.06618	1.85888
0.0695	1.85548	0.06949	1.86467
0.07281	1.85783	0.0728	1.86853
0.07612	1.85911	0.07611	1.87076
